state,locality_type,household_size,income_bracket,e-literacy_level,total_devices_owned,avg_device_age_years,broken_devices_stored,upgrade_tendency,disposal_method,recycling_awareness,ewaste_kg_per_year
Andhra Pradesh,Rural,5,Low,Basic,8,6.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.67
Karnataka,Rural,6,Middle,Basic,5,5.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,7,Low,Basic,10,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.13
Delhi,Urban,6,Middle,Intermediate,10,5.1,2,Medium,Thrown in General Trash,Low,0.46
Madhya Pradesh,Urban,6,Low,Basic,8,5.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,8,Low,Basic,6,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.52
Telangana,Urban,8,Low,Basic,11,6.2,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Rural,2,High,Basic,30,3.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,10.68
Delhi,Urban,6,Low,Basic,8,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,3,Upper-Middle,Intermediate,19,2.7,0,Medium,Stored Indefinitely,High,0.0
Karnataka,Urban,4,Upper-Middle,Advanced,19,3.0,1,Medium,Gave away for reuse,High,7.45
Telangana,Urban,5,Middle,Advanced,10,4.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.48
Maharashtra,Urban,5,Low,Basic,8,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.88
Karnataka,Urban,4,Upper-Middle,Intermediate,21,2.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,6.94
West Bengal,Urban,6,Low,Basic,10,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.11
Tamil Nadu,Urban,8,Low,Basic,7,7.2,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,5,Low,Basic,6,8.1,1,Low,Thrown in General Trash,Low,0.0
Delhi,Rural,6,Middle,Basic,7,5.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,5,Middle,Basic,9,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.95
Andhra Pradesh,Rural,7,Low,Basic,6,8.9,0,Low,Stored Indefinitely,Low,0.0
Telangana,Urban,7,Low,Basic,8,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.78
Haryana,Rural,5,Low,Basic,4,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.26
Odisha,Rural,6,Middle,Basic,9,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.15
Telangana,Urban,6,Low,Basic,11,5.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.49
Madhya Pradesh,Urban,6,Low,Basic,11,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.18
Telangana,Rural,7,Low,Basic,8,6.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.8
Odisha,Urban,6,Low,Basic,10,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.64
Bihar,Urban,5,Low,Basic,8,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,6,Middle,Basic,8,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.87
West Bengal,Urban,5,Low,Basic,10,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
Bihar,Urban,6,Middle,Intermediate,12,4.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.5
Rajasthan,Rural,6,Middle,Basic,11,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.36
Jharkhand,Urban,6,Low,Basic,10,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.99
Bihar,Rural,5,Low,Basic,4,8.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Delhi,Urban,5,Middle,Intermediate,13,3.6,0,Medium,Thrown in General Trash,Medium,4.18
Bihar,Rural,5,Low,Basic,4,8.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Maharashtra,Urban,5,Low,Basic,8,5.3,1,Low,Gave away for reuse,Low,0.2
Andhra Pradesh,Urban,4,Middle,Intermediate,14,5.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.01
Maharashtra,Urban,5,Middle,Basic,13,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.14
Haryana,Rural,7,Low,Basic,4,8.1,2,Low,Stored Indefinitely,Low,0.0
Karnataka,Rural,7,Low,Basic,5,6.6,1,Low,Stored Indefinitely,Low,0.0
Rajasthan,Urban,5,Upper-Middle,Intermediate,16,2.7,1,High,Gave away for reuse,Medium,9.79
Delhi,Urban,5,Middle,Basic,14,5.2,1,Medium,Thrown in General Trash,Low,2.11
Gujarat,Urban,7,Low,Basic,10,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.23
Tamil Nadu,Urban,4,High,Advanced,34,2.6,0,High,Sold to Kabadiwala/Scrap Dealer,Low,23.01
Punjab,Urban,4,High,Advanced,29,2.0,0,High,Thrown in General Trash,High,24.19
Jharkhand,Urban,4,Upper-Middle,Intermediate,12,2.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.63
Telangana,Rural,4,Middle,Basic,7,5.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.12
West Bengal,Urban,8,Low,Basic,9,6.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,8,Low,Basic,5,7.0,0,Low,Gave away for reuse,Low,0.5
Gujarat,Urban,7,Low,Basic,8,6.1,0,Low,Formal E-Waste Collection,Low,0.74
Odisha,Urban,6,Middle,Basic,14,5.1,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.75
Madhya Pradesh,Urban,8,Low,Basic,6,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.69
Delhi,Rural,6,Low,Basic,5,7.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,6,Middle,Basic,6,6.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Rural,4,Middle,Basic,4,6.3,1,Low,Stored Indefinitely,Low,0.0
Uttar Pradesh,Urban,6,Middle,Basic,15,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.83
Tamil Nadu,Rural,6,Low,Basic,4,7.8,2,Low,Thrown in General Trash,Low,0.0
Andhra Pradesh,Urban,3,Upper-Middle,Intermediate,14,2.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.86
Tamil Nadu,Rural,7,Low,Basic,4,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.32
Jharkhand,Urban,7,Low,Basic,10,7.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,3,Upper-Middle,Basic,15,4.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,2.13
Delhi,Urban,5,Middle,Intermediate,12,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.95
Maharashtra,Rural,5,Low,Basic,4,7.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Andhra Pradesh,Urban,4,Upper-Middle,Intermediate,13,2.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,6.37
Tamil Nadu,Rural,5,Low,Basic,6,8.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.37
Madhya Pradesh,Rural,6,Low,Basic,5,7.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Middle,Intermediate,10,4.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.13
Jharkhand,Urban,2,High,Advanced,25,2.3,0,High,Sold to Kabadiwala/Scrap Dealer,High,19.38
Maharashtra,Rural,8,Low,Basic,4,7.6,0,Low,Thrown in General Trash,Low,0.37
Jharkhand,Urban,6,Middle,Intermediate,8,3.9,2,Medium,Formal E-Waste Collection,Low,0.76
Delhi,Urban,4,Upper-Middle,Intermediate,21,3.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,6.38
Rajasthan,Urban,6,Low,Basic,6,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,7,Low,Basic,7,6.6,1,Low,Gave away for reuse,Low,0.0
Karnataka,Rural,6,Middle,Basic,10,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.32
Uttar Pradesh,Urban,4,Upper-Middle,Intermediate,21,2.5,1,High,Formal E-Waste Collection,High,15.96
Maharashtra,Urban,7,Low,Basic,6,6.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,4,High,Basic,16,3.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,5.67
Madhya Pradesh,Urban,7,Low,Basic,6,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
West Bengal,Urban,5,Middle,Intermediate,13,4.8,0,Medium,Formal E-Waste Collection,Medium,3.04
Jharkhand,Rural,5,Middle,Basic,6,6.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,5,Middle,Intermediate,10,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.53
Uttar Pradesh,Urban,5,Low,Basic,6,6.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Rural,6,Middle,Basic,7,5.0,1,Low,Formal E-Waste Collection,Low,0.12
Telangana,Urban,6,Low,Basic,6,7.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.53
Delhi,Rural,3,Upper-Middle,Basic,11,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.04
Bihar,Rural,4,Middle,Basic,7,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.45
Andhra Pradesh,Urban,6,Low,Basic,9,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.23
Madhya Pradesh,Rural,4,Middle,Basic,9,5.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.02
Maharashtra,Rural,6,Middle,Basic,5,5.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.59
Maharashtra,Urban,5,Middle,Intermediate,10,5.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.02
Maharashtra,Urban,5,Middle,Basic,10,3.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.5
Rajasthan,Urban,5,Low,Basic,9,5.6,0,Low,Thrown in General Trash,Low,0.9
Andhra Pradesh,Urban,3,Upper-Middle,Intermediate,18,2.5,0,Medium,Formal E-Waste Collection,Medium,6.44
Andhra Pradesh,Rural,5,Middle,Basic,10,5.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.41
Punjab,Urban,7,Low,Basic,8,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,8,Low,Basic,4,8.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.26
Madhya Pradesh,Rural,4,Middle,Basic,8,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.11
Karnataka,Rural,6,Low,Basic,4,9.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,6,Low,Basic,8,5.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Rural,6,Middle,Basic,8,6.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,8,Low,Basic,10,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.31
Odisha,Urban,5,Middle,Intermediate,13,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.4
Rajasthan,Rural,4,Middle,Basic,4,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.32
Bihar,Urban,6,Middle,Basic,8,5.3,1,Medium,Formal E-Waste Collection,Medium,1.05
Maharashtra,Rural,5,Middle,Basic,10,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.18
Rajasthan,Urban,5,Low,Basic,11,5.1,1,Low,Thrown in General Trash,Low,0.7
Telangana,Urban,7,Low,Basic,11,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.45
Rajasthan,Urban,4,Upper-Middle,Intermediate,19,4.0,0,Medium,Thrown in General Trash,Medium,6.2
Odisha,Rural,8,Low,Basic,6,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,4,Upper-Middle,Intermediate,14,2.9,1,High,Formal E-Waste Collection,Medium,8.67
Karnataka,Urban,3,Upper-Middle,Intermediate,20,2.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,7.5
Punjab,Urban,5,Middle,Intermediate,14,3.9,1,Medium,Formal E-Waste Collection,Medium,3.6
Bihar,Rural,8,Low,Basic,7,7.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.53
Telangana,Urban,6,Low,Basic,8,7.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Rural,8,Low,Basic,6,8.1,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,4,Middle,Basic,13,4.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.29
Odisha,Urban,4,Middle,Intermediate,8,4.7,1,Medium,Formal E-Waste Collection,Medium,0.98
Delhi,Rural,5,Upper-Middle,Basic,9,4.1,1,Medium,Stored Indefinitely,Low,0.0
Andhra Pradesh,Rural,4,Middle,Basic,8,5.7,1,Low,Thrown in General Trash,Low,0.13
Odisha,Urban,5,Upper-Middle,Intermediate,18,3.3,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,7.45
Tamil Nadu,Rural,3,Upper-Middle,Basic,9,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.29
Bihar,Urban,6,Middle,Intermediate,15,5.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.26
Uttar Pradesh,Urban,5,Middle,Advanced,15,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.12
Maharashtra,Urban,7,Low,Basic,7,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.8
Tamil Nadu,Urban,5,Middle,Intermediate,8,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.8
Odisha,Rural,7,Low,Basic,8,7.3,2,Low,Formal E-Waste Collection,Low,0.0
Bihar,Urban,7,Low,Basic,5,5.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,6,Middle,Basic,5,6.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,5,Middle,Intermediate,13,3.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.65
Maharashtra,Rural,6,Middle,Basic,6,5.1,1,Low,Thrown in General Trash,Low,0.0
Rajasthan,Rural,5,Upper-Middle,Basic,8,5.3,0,Low,Gave away for reuse,Low,0.85
Delhi,Urban,5,Upper-Middle,Intermediate,20,3.6,1,High,Sold to Kabadiwala/Scrap Dealer,Low,8.07
Uttar Pradesh,Rural,5,Low,Basic,4,9.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,5,Upper-Middle,Intermediate,17,3.7,0,High,Formal E-Waste Collection,Medium,6.81
Telangana,Urban,5,Middle,Intermediate,10,4.6,1,Medium,Gave away for reuse,Medium,1.65
Bihar,Urban,5,Middle,Basic,11,3.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.31
Andhra Pradesh,Rural,5,Middle,Basic,6,5.1,1,Low,Thrown in General Trash,Low,0.0
Bihar,Urban,5,Upper-Middle,Intermediate,21,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,5.98
West Bengal,Rural,6,Middle,Basic,6,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.84
Delhi,Rural,5,Upper-Middle,Basic,16,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.9
Gujarat,Urban,6,Middle,Advanced,11,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.37
Jharkhand,Urban,5,Low,Basic,7,7.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.4
Gujarat,Rural,4,Upper-Middle,Basic,15,5.4,1,Medium,Gave away for reuse,Low,3.02
Madhya Pradesh,Urban,5,Middle,Basic,10,5.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,1.51
Jharkhand,Rural,5,Upper-Middle,Basic,8,5.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.26
Punjab,Rural,6,Middle,Basic,6,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.5
Maharashtra,Urban,4,Upper-Middle,Intermediate,16,3.7,0,High,Thrown in General Trash,High,8.48
West Bengal,Rural,4,Middle,Basic,7,5.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.02
Andhra Pradesh,Rural,5,Low,Basic,4,9.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Rural,4,Middle,Basic,5,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.58
Rajasthan,Urban,6,Middle,Basic,11,4.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.63
Andhra Pradesh,Urban,6,Middle,Basic,12,4.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.73
Kerala,Urban,5,Low,Basic,6,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.49
West Bengal,Rural,5,Low,Basic,6,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,5,Low,Basic,4,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,7,Low,Basic,4,8.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,4,Middle,Advanced,12,5.5,1,Medium,Thrown in General Trash,Low,1.73
Odisha,Urban,6,Middle,Intermediate,8,4.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.99
Andhra Pradesh,Urban,5,Upper-Middle,Basic,21,4.0,0,High,Sold to Kabadiwala/Scrap Dealer,High,5.32
Telangana,Rural,8,Low,Basic,7,8.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
Karnataka,Urban,2,High,Advanced,34,2.4,0,High,Sold to Kabadiwala/Scrap Dealer,Low,26.99
West Bengal,Urban,6,Low,Basic,11,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.35
Bihar,Rural,8,Low,Basic,6,7.1,0,Low,Formal E-Waste Collection,Low,0.63
West Bengal,Urban,6,Low,Basic,8,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,7,Low,Basic,8,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,3,Upper-Middle,Intermediate,15,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.94
Kerala,Urban,5,Low,Basic,7,8.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.54
Punjab,Rural,8,Low,Basic,4,6.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,4,Upper-Middle,Intermediate,19,3.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.51
West Bengal,Urban,5,Low,Basic,6,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Rural,5,Low,Basic,4,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,8,Low,Basic,10,6.0,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,4,Upper-Middle,Advanced,16,2.7,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,8.9
Jharkhand,Rural,6,Low,Basic,6,6.5,1,Low,Thrown in General Trash,Low,0.0
Odisha,Urban,3,Upper-Middle,Basic,12,3.1,0,High,Sold to Kabadiwala/Scrap Dealer,Low,7.64
West Bengal,Urban,6,Low,Basic,5,5.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,4,Middle,Basic,12,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.28
Odisha,Urban,8,Low,Basic,7,7.1,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Rural,6,Low,Basic,6,7.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,5,Middle,Basic,12,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.15
Kerala,Urban,5,Middle,Intermediate,12,5.0,0,Medium,Formal E-Waste Collection,Medium,2.49
Bihar,Urban,6,Middle,Basic,14,5.0,0,Medium,Formal E-Waste Collection,Medium,3.27
Bihar,Rural,3,High,Basic,22,3.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,7.97
Delhi,Rural,3,Upper-Middle,Basic,15,5.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.67
Maharashtra,Urban,4,Middle,Basic,11,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.95
Rajasthan,Urban,3,Upper-Middle,Intermediate,21,3.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,6.52
Tamil Nadu,Urban,5,Middle,Intermediate,14,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.15
Andhra Pradesh,Urban,6,Low,Basic,9,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.87
Odisha,Urban,4,Middle,Basic,15,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.14
Telangana,Urban,3,Upper-Middle,Advanced,17,4.0,0,Medium,Stored Indefinitely,High,0.0
Maharashtra,Rural,4,Middle,Basic,10,6.3,1,Low,Formal E-Waste Collection,Low,0.21
Kerala,Rural,3,High,Basic,29,4.0,0,Medium,Stored Indefinitely,Low,0.0
Punjab,Urban,5,Upper-Middle,Intermediate,14,3.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.01
Telangana,Urban,8,Low,Basic,5,6.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,5,Low,Basic,4,8.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,8,Low,Basic,7,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,3,Upper-Middle,Basic,12,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.3
Telangana,Rural,4,Upper-Middle,Basic,12,4.7,1,Low,Stored Indefinitely,Low,0.0
Rajasthan,Urban,5,Low,Basic,8,6.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.05
Haryana,Rural,4,Middle,Basic,4,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.4
Kerala,Urban,4,Middle,Basic,9,3.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.19
Haryana,Rural,8,Low,Basic,7,7.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,3,High,Basic,19,3.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.94
Karnataka,Rural,5,Low,Basic,4,8.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.27
Haryana,Urban,6,Low,Basic,11,5.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,5,Upper-Middle,Basic,9,4.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.14
Uttar Pradesh,Urban,7,Low,Basic,6,7.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.61
Delhi,Rural,8,Low,Basic,4,7.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.27
Tamil Nadu,Rural,6,Low,Basic,8,9.3,2,Low,Formal E-Waste Collection,Low,0.0
Telangana,Rural,4,Middle,Basic,7,6.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,3,Upper-Middle,Advanced,20,2.5,0,Medium,Thrown in General Trash,High,5.84
Delhi,Urban,4,Middle,Intermediate,15,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.84
Uttar Pradesh,Rural,5,Low,Basic,7,8.7,1,Low,Formal E-Waste Collection,Low,0.0
Uttar Pradesh,Urban,8,Low,Basic,11,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.95
Uttar Pradesh,Rural,4,Middle,Basic,6,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.6
Jharkhand,Urban,5,Upper-Middle,Intermediate,13,3.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.31
Uttar Pradesh,Rural,5,Middle,Basic,8,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.01
Delhi,Urban,6,Low,Basic,10,7.2,1,Low,Stored Indefinitely,Low,0.0
Bihar,Rural,6,Low,Basic,8,8.3,2,Low,Gave away for reuse,Low,0.0
Uttar Pradesh,Urban,8,Low,Basic,10,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,4,Middle,Basic,12,3.8,1,Medium,Thrown in General Trash,High,2.22
Uttar Pradesh,Urban,4,Middle,Intermediate,12,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.64
Tamil Nadu,Urban,5,Low,Basic,9,6.5,0,Low,Thrown in General Trash,Low,0.82
Uttar Pradesh,Urban,4,Upper-Middle,Advanced,17,3.7,1,High,Sold to Kabadiwala/Scrap Dealer,High,6.69
Odisha,Rural,3,Upper-Middle,Basic,12,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.5
Delhi,Rural,8,Low,Basic,6,8.4,0,Low,Formal E-Waste Collection,Low,0.35
Jharkhand,Urban,3,High,Advanced,22,2.0,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,25.77
Madhya Pradesh,Urban,4,Upper-Middle,Intermediate,21,3.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,6.27
Delhi,Rural,7,Low,Basic,4,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.4
Bihar,Urban,5,Low,Basic,7,7.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.52
Punjab,Urban,6,Low,Basic,10,8.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.04
Uttar Pradesh,Rural,3,Upper-Middle,Basic,17,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,2.66
Tamil Nadu,Urban,3,High,Advanced,31,2.7,0,High,Formal E-Waste Collection,Medium,21.27
Maharashtra,Urban,6,Middle,Basic,9,3.8,1,Medium,Gave away for reuse,Low,2.14
Madhya Pradesh,Urban,8,Low,Basic,10,7.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,4,Upper-Middle,Intermediate,15,3.8,0,High,Thrown in General Trash,Low,6.59
Rajasthan,Rural,6,Middle,Basic,4,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Rural,4,Middle,Basic,11,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.34
